"","NAME","STRATUM","OTHERSTAFF","TOTALSTAFF","ASSAULTCORR","ASSAULTOTRSTAFFF","DEATHSTAFFYN","ADPF","ADP","DESIGNWT","FINALWT","year"
"1039","DECATUR COUNTY JAIL",7,0,0,0,0,-9,1,50,1.4136,1.587581515,"2014"
"1040","DEKALB COUNTY JAIL",1,160,610,0,0,2,0,2562,1,1.078947425,"2014"
"1041","DOUGHERTY COUNTY JAIL FACILITY",1,46,176,0,0,2,1,765,1,1.078947425,"2014"
"1042","DOUGLAS COUNTY SHERIFF'S OFFICE JAIL",1,3,93,4,1,2,1,737,1,1.078947425,"2014"
"1043","EFFINGHAM COUNTY PRISON",7,0,0,0,0,-9,0,178,1.4136,1.587581515,"2014"
"1044","EFFINGHAM COUNTY JAIL",7,0,0,0,0,-9,5,90,1.4136,1.587581515,"2014"
"1045","FLOYD COUNTY PRISON",1,7,53,1,0,2,0,408,1,1.078947425,"2014"
"1046","FLOYD COUNTY JAIL",1,10,87,0,0,2,1,700,1,1.078947425,"2014"
"1047","FULTON COUNTY",1,18,368,21,0,2,5,2487,1,1.078947425,"2014"
"1048","GLYNN COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,359,1.4136,1.587581515,"2014"
"1049","GORDON COUNTY JAIL",3,0,0,0,0,-9,0,297,4.2917,4.904799461,"2014"
"1050","GREENE COUNTY LAW ENFORCEMENT CENTER",9,0,0,0,0,-9,0,57,5.5377,5.768437862,"2014"
"1051","GWINNETT CO DEPARTMENT OF CORRECTIONS",1,15,125,0,0,2,1,360,1,1.078947425,"2014"
"1052","GWINNETT COUNTY DETENTION CENTER",1,104,439,7,1,2,1,2172,1,1.078947425,"2014"
"1053","HALL COUNTY CORRECTIONAL INSTITUTION",1,6,36,0,0,2,0,230,1,1.078947425,"2014"
"1054","HALL COUNTY DETENTION CENTER",1,45,205,3,0,2,1,933,1,1.078947425,"2014"
"1055","HARRIS COUNTY PRISON",8,0,0,0,0,-9,1,113,2.7519,3.01743412,"2014"
"1056","HARRIS COUNTY JAIL",8,0,0,0,0,-9,0,82,2.7519,3.01743412,"2014"
"1057","HENRY COUNTY",2,0,0,0,0,-9,1,662,2.4167,2.416699886,"2014"
"1058","IRWIN COUNTY DETENTION CENTER",3,0,0,0,0,-9,0,758,4.2917,4.904799461,"2014"
"1059","JACKSON COUNTY CORRECTIONAL INSTITUTION",7,0,0,0,0,-9,0,113,1.4136,1.587581515,"2014"
"1060","JACKSON COUNTY JAIL",7,0,0,0,0,-9,0,151,1.4136,1.587581515,"2014"
"1061","JEFFERSON COUNTY CORRECTIONAL INSTITUTION",7,0,0,0,0,-9,1,179,1.4136,1.587581515,"2014"
"1062","JEFFERSON COUNTY JAIL",7,0,0,0,0,-9,0,75,1.4136,1.587581515,"2014"
"1063","JENKINS COUNTY JAIL",10,0,0,0,0,2,0,10,15.7,16.98163223,"2014"
"1064","LAMAR COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,76,2.7519,3.01743412,"2014"
"1065","MCDUFFIE COUNTY JAIL",8,0,0,0,0,2,1,110,2.7519,3.01743412,"2014"
"1066","PAULDING COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,207,1.4136,1.587581515,"2014"
"1067","PEACH COUNTY LAW ENFORCEMENT CENTER",9,0,0,0,0,-9,0,72,5.5377,5.768437862,"2014"
"1068","PUTNAM COUNTY SHERIFF'S DEPT. JAIL",9,0,0,0,0,2,0,71,5.5377,5.768437862,"2014"
"1069","SCHLEY COUNTY DETENTION CENTER",10,0,0,0,0,-9,0,3,15.7,16.98163223,"2014"
"1070","SPALDING COUNTY CORRECTIONAL INSTITUTION",1,8,80,0,0,2,1,382,1,1.078947425,"2014"
"1071","SPALDING COUNTY DETENTION CENTER",1,29,87,0,0,2,0,338,1,1.078947425,"2014"
"1072","SUMTER COUNTY CORRECTIONAL INSTITUTION",7,0,0,0,0,2,1,280,1.4136,1.587581515,"2014"
"1073","SUMTER COUNTY JAIL",7,0,0,0,0,-9,1,160,1.4136,1.587581515,"2014"
"1074","THOMAS COUNTY PRISON",7,0,0,0,0,-9,0,190,1.4136,1.587581515,"2014"
"1075","THOMAS COUNTY JAIL",7,0,0,0,0,-9,0,194,1.4136,1.587581515,"2014"
"1076","TROUP COUNTY CORRECTIONAL INSTITUTION",1,6,99,0,0,2,0,344,1,1.078947425,"2014"
"1077","TROUP COUNTY JAIL",1,6,58,0,0,2,0,433,1,1.078947425,"2014"
"1078","UPSON COUNTY SHERIFF'S OFFICE AND JAIL",8,0,0,0,0,-9,1,126,2.7519,3.01743412,"2014"
"1079","WASHINGTON COUNTY JAIL",9,0,0,0,0,-9,0,34,5.5377,5.768437862,"2014"
"1080","WAYNE COUNTY CORRECTION FACILITY",8,0,0,0,0,2,1,154,2.7519,3.01743412,"2014"
"1081","WHITFIELD COUNTY SHERIFF'S OFFICE JAIL",7,0,0,0,0,-9,0,394,1.4136,1.587581515,"2014"
"1082","CLARKE COUNTY CORRECTIONAL INSTITUTION",1,5,43,0,0,2,0,103,1,1.078947425,"2014"
"1083","CLARKE COUNTY JAIL",1,12,113,1,0,2,0,454,1,1.078947425,"2014"
"1084","ATLANTA CITY",1,56,325,5,0,2,0,600,1,1.078947425,"2014"
"1085","EAST POINT CITY JAIL",9,0,0,0,0,-9,1,51,5.5377,5.768437862,"2014"
"1086","MUSCOGEE COUNTY PRISON",1,8,105,2,0,2,0,577,1,1.078947425,"2014"
"1087","MUSCOGEE COUNTY JAIL",1,45,275,6,0,2,0,1130,1,1.078947425,"2014"
"1088","AUGUSTA-RICHMOND COUNTY",1,8,191,0,0,2,0,863,1,1.078947425,"2014"
"1089","RICHMOND COUNTY CORRECTIONAL INSTITUTION",1,8,77,0,0,2,0,256,1,1.078947425,"2014"
"1090","ADA COUNTY",1,116,288,1,0,2,0,879,1,1.078947425,"2014"
"1091","BONNER COUNTY DETENTION FACILITY",8,0,0,0,0,-9,1,80,2.7519,3.01743412,"2014"
"1092","BONNEVILLE COUNTY JAIL",7,0,0,0,0,-9,0,381,1.4136,1.587581515,"2014"
"1093","CANYON COUNTY JAIL & WORK RELEASE CENTER",1,23,127,1,0,2,0,382,1,1.078947425,"2014"
"1094","MINI-CASSIA CRIMINAL JUSTICE CENTER",12,9,35,0,0,2,0,152,1,1.060606003,"2014"
"1095","GEM COUNTY JAIL",9,0,0,0,0,2,0,34,5.5377,5.768437862,"2014"
"1096","TWIN FALLS COUNTY ADULT DETENTION FACILITY",8,0,0,0,0,-9,0,169,2.7519,3.01743412,"2014"
"1097","CLAY COUNTY JAIL",5,0,0,0,0,-9,5,12,11.3636,11.36359978,"2014"
"1098","COOK COUNTY JAILS - DEPT OF CORRS",1,0,3400,0,0,2,0,10055,1,1.078947425,"2014"
"1099","DU PAGE COUNTY JAIL",1,37,251,2,0,2,0,720,1,1.078947425,"2014"
"1100","EFFINGHAM COUNTY JAIL",9,0,0,0,0,-9,0,46,5.5377,5.768437862,"2014"
"1101","FORD COUNTY SHERIFF'S OFFICE JAIL",9,0,0,0,0,-9,0,26,5.5377,5.768437862,"2014"
"1102","HENRY COUNTY JAIL",8,0,0,0,0,-9,0,93,2.7519,3.01743412,"2014"
"1103","JEFFERSON COUNTY JAIL",8,0,0,0,0,-9,0,90,2.7519,3.01743412,"2014"
"1104","KANE COUNTY ADULT CORRECTIONAL CENTER",1,20,142,0,0,2,0,592,1,1.078947425,"2014"
"1105","KANKAKEE COUNTY",7,0,0,0,0,-9,0,568,1.4136,1.587581515,"2014"
"1106","LA SALLE COUNTY JAIL",3,0,0,0,0,-9,0,168,4.2917,4.904799461,"2014"
"1107","MCDONOUGH COUNTY JAIL",5,0,0,0,0,-9,0,32,11.3636,11.36359978,"2014"
"1108","MCHENRY COUNTY ADULT CORRECTIONAL FACILITY",7,0,0,0,0,-9,0,397,1.4136,1.587581515,"2014"
"1109","MCLEAN COUNTY DETENTION FACILITY",8,0,0,0,0,-9,0,254,2.7519,3.01743412,"2014"
"1110","MENARD COUNTY JAIL",10,0,0,0,0,-9,0,15,15.7,16.98163223,"2014"
"1111","OGLE COUNTY SHERIFF'S OFFICE JAIL",8,0,0,0,0,-9,1,90,2.7519,3.01743412,"2014"
"1112","ST. CLAIR COUNTY JAIL",7,0,0,0,0,-9,0,468,1.4136,1.587581515,"2014"
"1113","SALINE CO SHERIFF'S DEPT JAIL",8,0,0,0,0,-9,1,78,2.7519,3.01743412,"2014"
"1114","TAZEWELL COUNTY JUSTICE CENTER",8,0,0,0,0,-9,0,185,2.7519,3.01743412,"2014"
"1115","VERMILION COUNTY JAIL",2,0,0,0,0,-9,0,229,2.4167,2.416699886,"2014"
"1116","WHITE COUNTY/CARMI CITY JAIL",12,0,0,0,0,2,0,73,1,1.060606003,"2014"
"1117","WILLIAMSON COUNTY JAIL",4,0,0,0,0,-9,0,118,7.5625,8.102678299,"2014"
"1118","WINNEBAGO COUNTY SHERIFF'S DEPT. JAIL",1,30,230,0,0,2,1,839,1,1.078947425,"2014"
"1119","ALLEN COUNTY CONFINEMENT CENTER",1,35,175,1,0,2,0,818,1,1.078947425,"2014"
"1120","BARTHOLOMEW COUNTY JAIL",8,0,0,0,0,2,0,167,2.7519,3.01743412,"2014"
"1121","BENTON COUNTY JAIL",10,0,0,0,0,-9,0,20,15.7,16.98163223,"2014"
"1122","CASS COUNTY JAIL",8,0,0,0,0,-9,0,130,2.7519,3.01743412,"2014"
"1123","DAVIESS COUNTY SECURITY CENTER",8,0,0,0,0,-9,1,135,2.7519,3.01743412,"2014"
"1124","DELAWARE COUNTY JAIL",2,0,0,0,0,-9,1,300,2.4167,2.416699886,"2014"
"1125","ELKHART COUNTY CORRECTIONAL COMPLES",1,0,0,0,0,2,5,669,1,1.078947425,"2014"
"1126","FLOYD COUNTY JAIL",7,0,0,0,0,-9,5,310,1.4136,1.587581515,"2014"
"1127","GRANT COUNTY SECURITY CENTER",2,0,0,0,0,-9,0,267,2.4167,2.416699886,"2014"
"1128","GREENE COUNTY JAIL",9,0,0,0,0,-9,0,73,5.5377,5.768437862,"2014"
"1129","HANCOCK COUNTY",3,0,0,0,0,-9,0,264,4.2917,4.904799461,"2014"
"1130","HOWARD COUNTY CRIMINAL JUSTICE CENTER",7,0,0,0,0,-9,0,340,1.4136,1.587581515,"2014"
"1131","HUNTINGTON COUNTY JAIL",9,0,0,0,0,-9,1,95,5.5377,5.768437862,"2014"
"1132","JOHNSON COUNTY LAW ENFORCEMENT FACILITY",7,0,0,0,0,-9,0,305,1.4136,1.587581515,"2014"
"1133","LAKE COUNTY JAIL",1,29,251,0,0,2,0,1018,1,1.078947425,"2014"
"1134","LAWRENCE COUNTY SECURITY CENTER",8,0,0,0,0,-9,0,143,2.7519,3.01743412,"2014"
"1135","NOBLE COUNTY JAIL",8,0,0,0,0,-9,1,150,2.7519,3.01743412,"2014"
"1136","PIKE COUNTY LAW ENFORCEMENT CENTER",9,0,0,0,0,2,1,45,5.5377,5.768437862,"2014"
"1137","ST. JOSEPH COUNTY JAIL",1,0,0,0,0,2,0,583,1,1.078947425,"2014"
"1138","VANDERBURGH COUNTY CONFINEMENT CENTER",7,0,0,0,0,-9,0,609,1.4136,1.587581515,"2014"
"1139","MARION COUNTY JAIL, LIBERTY HALL & ANNEX",1,718,1105,2,0,2,1,980,1,1.078947425,"2014"
"1140","MARION COUNTY JAIL II - C.C.A.",1,50,182,0,0,2,0,1017,1,1.078947425,"2014"
"1141","CLAY COUNTY JAIL",10,0,0,0,0,2,0,14,15.7,16.98163223,"2014"
"1142","HARDIN COUNTY JAIL",5,0,0,0,0,-9,0,55,11.3636,11.36359978,"2014"
"1143","LEE COUNTY W.S. BUCK JONES DETENTION CENTER",9,0,0,0,0,-9,0,57,5.5377,5.768437862,"2014"
"1144","LINN COUNTY CORRECTIONAL CENTER",7,0,0,0,0,-9,0,341,1.4136,1.587581515,"2014"
"1145","MARSHALL COUNTY JAIL",8,0,0,0,0,-9,0,122,2.7519,3.01743412,"2014"
"1146","MUSCATINE COUNTY JAIL",8,0,0,0,0,-9,1,181,2.7519,3.01743412,"2014"
"1147","POLK COUNTY JAIL",1,73,286,0,0,2,0,947,1,1.078947425,"2014"
"1148","WAPELLO COUNTY JAIL",9,0,0,0,0,-9,0,94,5.5377,5.768437862,"2014"
"1149","WOODBURY COUNTY LAW ENFORCEMENT CENTER",7,0,0,0,0,-9,0,254,1.4136,1.587581515,"2014"
"1150","ATCHISON COUNTY JAIL",9,0,0,0,0,-9,1,65,5.5377,5.768437862,"2014"
"1151","BUTLER COUNTY JAIL",8,0,0,0,0,-9,0,209,2.7519,3.01743412,"2014"
"1152","JOHNSON COUNTY",1,49,308,1,0,2,0,672,1,1.078947425,"2014"
"1153","KINGMAN COUNTY LAW ENFORCEMENT CENTER",10,0,0,0,0,-9,1,12,15.7,16.98163223,"2014"
"1154","LABETTE COUNTY JAIL",9,0,0,0,0,-9,0,41,5.5377,5.768437862,"2014"
"1155","LEAVENWORTH COUNTY JAIL",1,9,44,1,0,2,1,104,1,1.078947425,"2014"
"1156","LEAVENWORTH DETENTION CENTER",1,56,227,0,0,2,0,902,1,1.078947425,"2014"
"1157","OTTAWA COUNTY DETENTION CENTER",9,0,0,0,0,-9,1,29,5.5377,5.768437862,"2014"
"1158","RICE COUNTY JAIL",9,0,0,0,0,-9,0,30,5.5377,5.768437862,"2014"
"1159","RUSSELL COUNTY JAIL",10,0,0,0,0,-9,0,18,15.7,16.98163223,"2014"
"1160","SALINE COUNTY JAIL",8,0,0,0,0,-9,1,228,2.7519,3.01743412,"2014"
"1161","SEDGWICK COUNTY",1,72,274,0,0,2,1,1189,1,1.078947425,"2014"
"1162","WYANDOTTE COUNTY JAIL",7,0,0,0,0,-9,0,336,1.4136,1.587581515,"2014"
"1163","ALLEN COUNTY DETENTION CENTER",9,0,0,0,0,-9,0,71,5.5377,5.768437862,"2014"
"1164","BOONE COUNTY",8,0,0,0,0,-9,0,482,2.7519,3.01743412,"2014"
"1165","BOYD COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,245,2.7519,3.01743412,"2014"
"1166","CAMPBELL COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,620,1.4136,1.587581515,"2014"
"1167","CHRISTIAN COUNTY",7,0,0,0,0,-9,0,590,1.4136,1.587581515,"2014"
"1168","CLARK COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,69,2.7519,3.01743412,"2014"
"1169","CLAY COUNTY DETENTION CENTER",7,0,0,0,0,-9,1,200,1.4136,1.587581515,"2014"
"1170","GRAVES COUNTY",8,0,0,0,0,-9,1,108,2.7519,3.01743412,"2014"
"1171","GRAYSON COUNTY DETENTION CENTER",7,0,0,0,0,-9,1,580,1.4136,1.587581515,"2014"
"1172","HARDIN COUNTY DETENTION CENTER",7,0,0,0,0,-9,1,526,1.4136,1.587581515,"2014"
"1173","HARLAN COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,209,2.7519,3.01743412,"2014"
"1174","HENDERSON COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,619,1.4136,1.587581515,"2014"
"1175","JESSAMINE COUNTY DETENTION CENTER",8,0,0,0,0,-9,1,165,2.7519,3.01743412,"2014"
"1176","BIG SANDY REGIONAL DETENTION CENTER",12,8,33,0,0,2,0,206,1,1.060606003,"2014"
"1177","KENTON COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,622,1.4136,1.587581515,"2014"
"1178","LAUREL COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,397,1.4136,1.587581515,"2014"
"1179","LINCOLN COUNTY REGIONAL JAIL",12,5,25,0,0,2,0,109,1,1.060606003,"2014"
"1180","LOGAN COUNTY DETENTION CENTER",8,0,0,0,0,2,0,110,2.7519,3.01743412,"2014"
"1181","MASON COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,151,2.7519,3.01743412,"2014"
"1182","NELSON COUNTY JAIL",8,0,0,0,0,-9,0,122,2.7519,3.01743412,"2014"
"1183","OLDHAM COUNTY JAIL",9,0,0,0,0,2,0,108,5.5377,5.768437862,"2014"
"1184","KENTUCKY RIVER REGIONAL JAIL",12,3,34,0,0,2,0,192,1,1.060606003,"2014"
"1185","PULASKI COUNTY DETENTION CENTER",7,0,0,0,0,-9,1,276,1.4136,1.587581515,"2014"
"1186","ROCKCASTLE COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,84,2.7519,3.01743412,"2014"
"1187","ROWAN COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,99,2.7519,3.01743412,"2014"
"1188","WAYNE COUNTY JAIL",8,0,0,0,0,-9,1,220,2.7519,3.01743412,"2014"
"1189","LEXINGTON-FAYETTE CO JAIL DETENTION DIV",1,65,345,217,0,2,0,1286,1,1.078947425,"2014"
"1190","LOUISVILLE METRO DEPT OF CORRECTIONS",1,126,558,13,1,2,0,1827,1,1.078947425,"2014"
"1191","ASCENSION PARISH JAIL",7,0,0,0,0,2,0,480,1.4136,1.587581515,"2014"
"1192","BEAUREGARD PARISH JAIL COMPLEX",8,0,0,0,0,-9,1,125,2.7519,3.01743412,"2014"
"1193","BOSSIER PARISH",1,17,145,0,0,2,0,1191,1,1.078947425,"2014"
"1194","CADDO PARISH CORRECTIONAL CENTER",1,98,327,0,0,2,0,1164,1,1.078947425,"2014"
"1195","CALCASIEU PARISH",1,107,291,0,0,2,0,1236,1,1.078947425,"2014"
"1196","CAMERON PARISH JAIL",10,0,0,0,0,2,1,30,15.7,16.98163223,"2014"
"1197","CATAHOULA PARISH JAIL",1,12,16,0,0,2,1,27,1,1.078947425,"2014"
"1198","CATAHOULA CORRECTIONAL CENTER, LLC",1,14,79,0,0,2,1,775,1,1.078947425,"2014"
"1199","CLAIBORNE DETENTION CENTER",7,0,0,0,0,-9,0,551,1.4136,1.587581515,"2014"
"1200","CLAIBORNE PARISH WOMEN'S JAIL",7,0,0,0,0,-9,1,48,1.4136,1.587581515,"2014"
"1201","EAST CARROLL PARISH RIVER BEND DET CENTER",1,19,179,3,0,2,0,983,1,1.078947425,"2014"
"1202","FRANKLIN PARISH DETENTION CENTER",7,0,0,0,0,-9,1,815,1.4136,1.587581515,"2014"
"1203","JEFFERSON PARISH CORRECTIONAL CENTER",1,28,361,0,0,2,0,946,1,1.078947425,"2014"
"1204","JEFFERSON DAVIS PARISH JAIL",9,0,0,0,0,-9,1,62,5.5377,5.768437862,"2014"
"1205","LA FOURCHE PARISH DETENTION CENTER",7,0,0,0,0,-9,1,184,1.4136,1.587581515,"2014"
"1206","MADISON PARISH JAIL",1,0,2,0,0,2,0,35,1,1.078947425,"2014"
"1207","MADISON PARISH DETENTION CENTER",1,14,86,0,0,2,0,820,1,1.078947425,"2014"
"1208","MOREHOUSE PARISH JAIL",7,0,0,0,0,-9,0,156,1.4136,1.587581515,"2014"
"1209","NATCHITOCHES PARISH SO CORRECTIONS DIVISION",7,0,0,0,0,2,0,490,1.4136,1.587581515,"2014"
"1210","OUACHITA PARISH CORRECTIONAL CENTER",1,21,121,0,0,2,0,887,1,1.078947425,"2014"
"1211","OUACHITA PARISH SHERIFFS OFFICE WORK REL CTR",1,0,43,0,0,2,1,175,1,1.078947425,"2014"
"1212","RAPIDES PARISH",1,64,222,3,0,2,1,1167,1,1.078947425,"2014"
"1213","RICHLAND PARISH",7,0,0,0,0,2,1,700,1.4136,1.587581515,"2014"
"1214","SABINE PARISH",4,0,0,0,0,-9,1,134,7.5625,8.102678299,"2014"
"1215","ST. CHARLES PARISH NELSON COLEMAN CORR CTR",7,0,0,0,0,-9,1,500,1.4136,1.587581515,"2014"
"1216","ST. JOHN BAPTIST PARISH",7,0,0,0,0,2,1,205,1.4136,1.587581515,"2014"
"1217","ST. TAMMANY PARISH JAIL",1,76,210,4,0,2,1,1031,1,1.078947425,"2014"
"1218","TANGIPAHOA PARISH JAIL",1,17,78,0,0,2,0,530,1,1.078947425,"2014"
"1219","UNION PARISH DETENTION CENTER",2,0,0,0,0,2,1,325,2.4167,2.416699886,"2014"
"1220","VERNON PARISH",8,0,0,0,0,2,1,220,2.7519,3.01743412,"2014"
"1221","WASHINGTON PARISH SHERIFF'S OFFICE JAIL",8,0,0,0,0,-9,0,158,2.7519,3.01743412,"2014"
"1222","WEST BATON ROUGE PARISH JAIL",7,0,0,0,0,-9,0,227,1.4136,1.587581515,"2014"
"1223","SHREVEPORT CITY JAIL",9,0,0,0,0,-9,0,125,5.5377,5.768437862,"2014"
"1224","EAST BATON ROUGE PARISH PRISON",1,25,275,4,0,2,1,1760,1,1.078947425,"2014"
"1225","VILLE PLATTE CITY JAIL",5,0,0,0,0,2,0,23,11.3636,11.36359978,"2014"
"1226","JENNINGS CITY JAIL",9,0,0,0,0,-9,0,8,5.5377,5.768437862,"2014"
"1227","LAFAYETTE PARISH CORRECTIONAL CENTER",1,126,219,0,0,2,1,879,1,1.078947425,"2014"
"1228","NEW ORLEANS PARISH PRISON SYSTEM",1,322,784,17,0,2,0,2335,1,1.078947425,"2014"
"1229","EUNICE CITY JAIL",10,0,0,0,0,-9,0,35,15.7,16.98163223,"2014"
"1230","TERREBONNE PARISH CRIMINAL JUSTICE CENTER",7,0,0,0,0,-9,0,691,1.4136,1.587581515,"2014"
"1231","CUMBERLAND COUNTY JAIL",7,0,0,0,0,2,0,451,1.4136,1.587581515,"2014"
"1232","KENNEBEC COUNTY CORRECTIONAL FACILITY",8,0,0,0,0,-9,0,163,2.7519,3.01743412,"2014"
"1233","TWO BRIDGES REGIONAL JAIL",12,8,77,0,0,2,0,173,1,1.060606003,"2014"
"1234","SOMERSET COUNTY CORRECTIONAL FACILITY",9,0,0,0,0,-9,0,154,5.5377,5.768437862,"2014"
"1235","ANNE ARUNDEL COUNTY",1,101,340,1,0,2,0,764,1,1.078947425,"2014"
"1236","BALTIMORE COUNTY DEPT OF CORRECTIONS",1,107,430,13,0,2,0,1312,1,1.078947425,"2014"
"1237","CECIL COUNTY DETENTION CENTER",2,0,0,0,0,-9,0,224,2.4167,2.416699886,"2014"
"1238","CECIL COUNTY COMMUNITY ADULT REHAB CTR",2,0,0,0,0,-9,0,33,2.4167,2.416699886,"2014"
"1239","PRINCE GEORGES COUNTY CORRECTIONAL CENTER",1,108,560,62,0,2,0,1198,1,1.078947425,"2014"
"1240","ST MARY'S COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,236,1.4136,1.587581515,"2014"
"1241","TALBOT COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,72,2.7519,3.01743412,"2014"
"1242","WASHINGTON COUNTY DETENTION CENTER",2,0,0,0,0,-9,0,341,2.4167,2.416699886,"2014"
"1243","BALTIMORE CITY",1,169,1276,176,1,2,0,3401,1,1.078947425,"2014"
"1244","BRISTOL COUNTY",1,160,568,30,0,2,0,1314,1,1.078947425,"2014"
"1245","ESSEX COUNTY CORRECTION FACILITY",1,75,610,9,0,2,1,1250,1,1.078947425,"2014"
"1246","ESSEX COUNTY WOMEN IN TRANSITION",1,3,12,0,0,2,0,23,1,1.078947425,"2014"
"1247","ESSEX COUNTY ALTERNATIVE CORRECTIONAL CENTER",1,16,71,0,0,2,1,340,1,1.078947425,"2014"
"1248","HAMPDEN COUNTY",1,444,871,5,0,2,0,1454,1,1.078947425,"2014"
"1249","HAMPSHIRE COUNTY JAIL & HOUSE OF CORRECTION",2,0,0,0,0,-9,0,265,2.4167,2.416699886,"2014"
"1250","NORFOLK COUNTY",1,93,309,2,0,2,1,620,1,1.078947425,"2014"
"1251","PLYMOUTH COUNTY CORRECTIONAL FACILITY",1,427,867,0,0,2,0,1210,1,1.078947425,"2014"
"1252","WORCESTER COUNTY JAIL & HOUSE OF CORRECTION",1,159,553,1,0,2,1,1115,1,1.078947425,"2014"
"1253","SUFFOLK COUNTY HOUSE OF CORRECTION",1,0,0,28,0,2,0,1097,1,1.078947425,"2014"
"1254","SUFFOLK COUNTY JAIL",1,99,373,11,0,2,0,652,1,1.078947425,"2014"
"1255","ALCONA COUNTY JAIL",10,0,0,0,0,-9,0,25,15.7,16.98163223,"2014"
"1256","BAY COUNTY LAW ENFORCEMENT CENTER",8,0,0,0,0,-9,0,219,2.7519,3.01743412,"2014"
"1257","BRANCH COUNTY JAIL",8,0,0,0,0,-9,0,139,2.7519,3.01743412,"2014"
"1258","CALHOUN COUNTY CORRECTIONAL CENTER",1,13,108,0,0,2,0,536,1,1.078947425,"2014"
"1259","CASS COUNTY JAIL",4,0,0,0,0,-9,0,100,7.5625,8.102678299,"2014"
"1260","CLINTON COUNTY SHERIFF'S OFFICE JAIL",3,0,0,0,0,-9,0,209,4.2917,4.904799461,"2014"
"1261","DICKINSON COUNTY CORRECTIONAL CENTER",4,0,0,0,0,-9,0,73,7.5625,8.102678299,"2014"
"1262","GENESEE COUNTY JAIL",1,21,133,0,0,2,0,629,1,1.078947425,"2014"
"1263","INGHAM COUNTY JAIL",1,15,98,0,0,2,0,609,1,1.078947425,"2014"
"1264","JACKSON COUNTY JAIL",2,0,0,0,0,-9,1,376,2.4167,2.416699886,"2014"
"1265","KALAMAZOO COUNTY SHERIFF'S OFFICE JAIL",7,0,0,0,0,-9,0,434,1.4136,1.587581515,"2014"
"1266","KENT COUNTY",1,74,281,1,0,2,0,1100,1,1.078947425,"2014"
"1267","LAPEER COUNTY SHERIFF'S OFFICE JAIL",8,0,0,0,0,-9,1,112,2.7519,3.01743412,"2014"
"1268","LENAWEE COUNTY JAIL",7,0,0,0,0,-9,0,258,1.4136,1.587581515,"2014"
"1269","MACOMB COUNTY JAIL",1,215,370,11,0,2,1,1195,1,1.078947425,"2014"
"1270","OAKLAND COUNTY",1,48,371,1,0,2,0,1524,1,1.078947425,"2014"
"1271","ROSCOMMON COUNTY JAIL",9,0,0,0,0,-9,0,74,5.5377,5.768437862,"2014"
"1272","WASHTENAW COUNTY SHERIFF'S OFFICE JAIL",2,0,0,0,0,-9,1,392,2.4167,2.416699886,"2014"
"1273","WEXFORD COUNTY SHERIFF'S DEPT. JAIL",5,0,0,0,0,-9,0,38,11.3636,11.36359978,"2014"
"1274","AITKIN COUNTY JAIL",9,0,0,0,0,2,0,22,5.5377,5.768437862,"2014"
"1275","ANOKA COUNTY WORK RELEASE #1 & 4",7,0,0,0,0,-9,1,119,1.4136,1.587581515,"2014"
"1276","ANOKA COUNTY ADULT CORRECTIONAL FACILITY",7,0,0,0,0,-9,0,198,1.4136,1.587581515,"2014"
"1277","BECKER COUNTY",9,0,0,0,0,-9,1,68,5.5377,5.768437862,"2014"
"1278","BLUE EARTH COUNTY JAIL",9,0,0,0,0,-9,0,107,5.5377,5.768437862,"2014"
"1279","CARLTON COUNTY JAIL",9,0,0,0,0,-9,0,40,5.5377,5.768437862,"2014"
"1280","CROW WING COUNTY JAIL",9,0,0,0,0,-9,0,174,5.5377,5.768437862,"2014"
"1281","DAKOTA COUNTY JAIL",7,0,0,0,0,-9,1,219,1.4136,1.587581515,"2014"
"1282","HENNEPIN COUNTY ADULT CORRECTIONS FACILITY",1,48,161,0,0,2,0,410,1,1.078947425,"2014"
"1283","HENNEPIN COUNTY ADULT DETENTION CENTER",1,22,273,6,0,2,0,708,1,1.078947425,"2014"
"1284","ITASCA COUNTY JAIL",9,0,0,0,0,2,1,79,5.5377,5.768437862,"2014"
"1285","MILLE LACS COUNTY JAIL",9,0,0,0,0,-9,0,92,5.5377,5.768437862,"2014"
"1286","OTTER TAIL COUNTY DETENTION CENTER",9,0,0,0,0,-9,1,67,5.5377,5.768437862,"2014"
"1287","NORTHWEST REGIONAL CORRECTIONAL CENTER",12,10,44,0,0,2,0,179,1,1.060606003,"2014"
"1288","RAMSEY COUNTY CORRECTIONAL FACILITY",1,46,163,0,0,2,0,345,1,1.078947425,"2014"
