"","NAME","STRATUM","TOTALSTAFF","CORRSTAFF","CORRSTAFFF","OTHERSTAFF","OTHERSTAFFF","OTHERSTAFFM","TOTPOP","ADPF","ADP","DESIGNWT","FINALWT","year"
"273","Lawrence County Sheriffs Office",8,25,24,5,1,1,0,110,29,125,4.90361452,5.02620488,"2015"
"274","Morgan County Sheriffs Office",7,67,63,21,4,3,1,334,67,330,1.27884614,1.31702066,"2015"
"275","Putnam County Sheriffs Office",8,17,14,6,3,3,0,108,16,95,4.90361452,5.02620488,"2015"
"276","St. Joseph County Police Department",7,118,107,17,11,6,5,615,65,574,1.27884614,1.31702066,"2015"
"277","Vanderburgh County Sheriffs Office",7,109,88,23,21,1,20,545,84,576,1.27884614,1.31702066,"2015"
"278","Vigo County Sheriff's Office",2,51,47,10,4,1,3,237,36,236,2.71428561,2.71428561,"2015"
"279","Wabash County Sheriff's Department",9,38,17,1,21,5,16,82,22,84,9,9.29508197,"2015"
"280","Warren County Sheriffs Office",10,10,10,4,0,0,0,21,3,13,14.89999962,14.89999962,"2015"
"281","White County Sheriffs Office",8,35,19,6,16,9,7,102,13,89,4.90361452,5.02620488,"2015"
"282","Marion County Jail II - CCA",1,166,104,44,62,47,15,1026,0,1023,1,1.01503759,"2015"
"283","Marion County Jail",1,868,535,109,333,245,88,1154,158,978,1,1.01503759,"2015"
"284","Clinton County Sheriffs Office",9,15,13,6,2,0,2,35,7,35,9,9.29508197,"2015"
"285","Linn County Correctional Center",7,93,66,16,27,17,10,313,40,343,1.27884614,1.31702066,"2015"
"286","Louisa County Sheriffs Office",10,12,12,6,0,0,0,11,6,18,14.89999962,14.89999962,"2015"
"287","Marion County Sheriffs Office",10,13,12,6,1,0,1,36,6,39,14.89999962,14.89999962,"2015"
"288","Muscatine County Sheriffs Office",8,54,41,12,13,11,2,177,11,183,4.90361452,5.02620488,"2015"
"289","Polk County Sheriffs Office",1,286,212,39,74,28,46,900,152,932,1,1,"2015"
"290","Scott County Sheriffs Office",7,25,13,6,12,7,5,293,40,301,1.27884614,1.31702066,"2015"
"291","Van Buren County Sheriffs Office",10,11,11,5,0,0,0,7,1,4,14.89999962,14.89999962,"2015"
"292","Winneshiek County Sheriffs Office",10,11,10,8,1,1,0,7,1,6,14.89999962,14.89999962,"2015"
"293","Wright County Sheriffs Office",10,12,11,7,1,1,0,10,1,7,14.89999962,14.89999962,"2015"
"294","Woodbury County Sheriffs Office",7,71,60,16,11,8,3,251,43,263,1.27884614,1.31702066,"2015"
"295","Johnson County Sheriffs Office",7,322,289,73,33,13,20,653,124,690,1.27884614,1.31702066,"2015"
"296","Kingman County Sheriffs Office",10,8,5,3,3,1,2,8,1,11,14.89999962,14.89999962,"2015"
"297","CCA Leavenworth Detention Center",1,217,146,45,71,39,32,756,74,858,1,1.01503759,"2015"
"298","Leavenworth County Sheriffs Office",1,41,38,9,3,1,2,103,33,125,1,1.01503759,"2015"
"299","Meade County Sheriffs Office",5,8,5,2,3,1,2,15,3,15,7.41666651,8.09090892,"2015"
"300","Miami County Sheriffs Office",10,11,8,2,3,3,0,30,5,17,14.89999962,14.89999962,"2015"
"301","Pottawatomie County Sheriffs Office",10,12,11,1,1,0,1,17,3,19,14.89999962,14.89999962,"2015"
"302","Riley County Police Department",5,-9,-9,-9,-9,-9,-9,77,8,77,7.41666651,8.09090892,"2015"
"303","Sedgwick County Sheriffs Office",1,254,249,58,5,2,3,1126,215,1219,1,1.01503759,"2015"
"304","Shawnee County Department of Corrections",7,207,155,52,52,18,34,443,106,442,1.27884614,1.31702066,"2015"
"305","Thomas County Sheriffs Office",10,15,9,3,6,2,4,20,4,17,14.89999962,14.89999962,"2015"
"306","Wilson County Sheriffs Office",10,18,16,4,2,2,0,35,5,48,14.89999962,14.89999962,"2015"
"307","Woodson County Sheriffs Office",10,17,0,0,17,8,9,5,0,3,14.89999962,14.89999962,"2015"
"308","Boone County Jail",7,68,68,21,0,0,0,494,81,498,1.27884614,1.31702066,"2015"
"309","Bullitt County Detention Center",7,-9,-9,-9,-9,-9,-9,240,39,217,1.27884614,1.31702066,"2015"
"310","Carroll County Detention Center",8,31,29,10,2,1,1,160,35,154,4.90361452,5.02620488,"2015"
"311","Christian County Jail",7,80,72,23,8,4,4,737,89,737,1.27884614,1.31702066,"2015"
"312","Daviess County Detention Center",7,67,49,11,18,11,7,748,104,704,1.27884614,1.31702066,"2015"
"313","Floyd County Detention Center",8,27,24,8,3,2,1,154,36,165,4.90361452,5.02620488,"2015"
"314","Franklin County Regional Jail",7,50,50,20,0,0,0,265,30,260,1.27884614,1.31702066,"2015"
"315","Fulton County Detention Center",2,66,51,30,15,10,5,472,39,439,2.71428561,2.71428561,"2015"
"316","Grayson County Detention Center",7,-9,-9,-9,-9,-9,-9,630,60,620,1.27884614,1.31702066,"2015"
"317","Hardin County Detention Center",7,77,64,16,13,4,9,570,160,647,1.27884614,1.31702066,"2015"
"318","Henderson County Detention Center",7,92,61,15,31,21,10,579,190,593,1.27884614,1.31702066,"2015"
"319","Kenton County Detention Center",7,120,85,16,35,24,11,681,153,649,1.27884614,1.31702066,"2015"
"320","Marion County Detention Center",7,60,41,14,19,10,9,312,9,304,1.27884614,1.31702066,"2015"
"321","Herman Ford Detention Center",8,27,24,9,3,3,0,172,22,177,4.90361452,5.02620488,"2015"
"322","Meade County Detention Center",8,-9,-9,-9,-9,-9,-9,200,35,200,4.90361452,5.02620488,"2015"
"323","Muhlenberg County Detention Center",7,41,37,12,4,4,0,243,36,248,1.27884614,1.31702066,"2015"
"324","Pike County Detention Center",7,50,40,12,10,6,4,323,79,316,1.27884614,1.31702066,"2015"
"325","Rowan County Detention Center",8,24,21,5,3,2,1,116,18,95,4.90361452,5.02620488,"2015"
"326","Shelby County Detention Center",7,39,36,14,3,2,1,335,105,341,1.27884614,1.31702066,"2015"
"327","Taylor County Detention Center",7,47,37,9,10,6,4,228,45,230,1.27884614,1.31702066,"2015"
"328","Warren County Regional Jail",7,94,82,22,12,9,3,614,114,632,1.27884614,1.31702066,"2015"
"329","Webster County Detention Center",7,-9,-9,-9,-9,-9,-9,244,24,323,1.27884614,1.31702066,"2015"
"330","Lexington Fayette Urban County Government Division of Community Corrections",1,-9,-9,-9,-9,-9,-9,1237,300,1200,1,1.01503759,"2015"
"331","Louisville Metro Department of Corrections",1,551,437,68,114,82,32,2772,381,2363,1,1.01503759,"2015"
"332","Adair County Regional Jail",12,30,30,8,0,0,0,101,15,90,1,1,"2015"
"333","Bourbon County Regional Detention Center",12,30,26,13,4,3,1,107,31,144,1,1.10526316,"2015"
"334","Big Sandy Regional Detention Center",12,34,28,10,6,3,3,176,46,213,1,1.10526316,"2015"
"335","Avoyelles Parish Sheriffs Department",1,-9,-9,-9,-9,-9,-9,1077,317,1062,1,1.01503759,"2015"
"336","Bossier Parish Sheriffs Office",1,212,183,19,29,15,14,1438,110,1410,1,1.01503759,"2015"
"337","Caddo Parish Sheriffs Office",1,404,339,122,65,45,20,997,110,1044,1,1.01503759,"2015"
"338","Calcasieu Parish Sheriffs Office",1,218,160,20,58,15,43,1190,122,1279,1,1.01503759,"2015"
"339","Catahoula Correctional Center",1,80,80,10,0,0,0,696,0,705,1,1,"2015"
"340","Catahoula Parish Sheriffs Office",1,8,4,0,4,4,0,14,0,18,1,1,"2015"
"341","Concordia Parish Sheriff's Office - Concordia Parish River Correctional Facility",1,64,46,3,18,10,8,577,0,578,1,1.01503759,"2015"
"342","Concordia Parish Sheriffs Office - Correctional Facility and Work Release",1,-9,-9,-9,-9,-9,-9,626,99,663,1,1.01503759,"2015"
"343","Concordia Parish Sheriff's Office - Concordia Parish Jail",1,8,6,0,2,2,0,38,0,35,1,1.01503759,"2015"
"344","East Carroll Parish Sheriffs Office",1,-9,-9,-9,-9,-9,-9,1158,21,1118,1,1,"2015"
"345","Franklin Parish Detention Center",1,37,30,4,7,4,3,724,30,737,1,1,"2015"
"346","Grant Parish Sheriff's Office - Detention Facility",9,30,22,6,8,1,7,105,0,102,9,9.29508197,"2015"
"347","Iberia Parish Sheriffs Office",7,99,48,24,51,35,16,457,43,475,1.27884614,1.31702066,"2015"
"348","Jackson Parish Correctional Center",1,115,80,18,35,19,16,888,0,900,1,1.01503759,"2015"
"349","Jefferson Parish Sheriffs Office",1,426,333,216,93,60,33,963,96,815,1,1,"2015"
"350","Jefferson Davis Parish Sheriffs Office",9,11,11,0,0,0,0,62,4,62,9,9.29508197,"2015"
"351","Lincoln Parish Sheriffs Department",8,39,24,6,15,10,5,231,15,230,4.90361452,5.02620488,"2015"
"352","Livingston Parish Sheriffs Office",1,18,17,7,1,1,0,511,88,553,1,1,"2015"
"353","Madison Correctional Center",1,-9,-9,-9,-9,-9,-9,1478,144,887,1,1,"2015"
"354","Madison Parish Jail",1,9,4,0,5,4,1,27,0,27,1,1,"2015"
"355","Morehouse Parish Sheriffs Office",2,35,35,10,0,0,0,200,20,204,2.71428561,2.71428561,"2015"
"356","Natchitoches Parish Sheriffs Office",7,91,69,13,22,16,6,496,4,435,1.27884614,1.31702066,"2015"
"357","Ouachita Parish Sheriff's Office - Transitional Work Program",1,27,22,0,5,5,0,181,0,188,1,1.01503759,"2015"
"358","Ouachita Parish Correctional Center",1,134,113,34,21,17,4,1061,134,1066,1,1.01503759,"2015"
"359","Rapides Parish Sheriffs Office",1,183,152,25,31,15,16,1192,53,1142,1,1.01503759,"2015"
"360","St. Bernard Sheriffs Office",7,69,65,14,4,4,0,210,30,145,1.27884614,1.31702066,"2015"
"361","St. Charles Parish Sheriffs Office",7,144,133,43,11,8,3,426,29,454,1.27884614,1.31702066,"2015"
"362","St. Landry Parish Sheriffs Office",7,60,50,10,10,3,7,236,20,240,1.27884614,1.31702066,"2015"
"363","St. Martin Parish Sheriff's Office",3,31,25,12,6,3,3,191,16,191,4.69999981,5.22222201,"2015"
"364","St. Mary Parish Sheriffs Office",7,-9,-9,-9,-9,-9,-9,292,0,306,1.27884614,1.31702066,"2015"
"365","St. Tammany Parish Sheriffs Office",1,216,137,28,79,48,31,1043,109,1075,1,1.01503759,"2015"
"366","Union Parish Detention Center",7,-9,-9,-9,-9,-9,-9,1041,49,324,1.27884614,1.31702066,"2015"
"367","Washington Parish Sheriff's Office",3,24,19,6,5,3,2,166,32,166,4.69999981,5.22222201,"2015"
"368","Webster Parish Sheriffs Office",7,63,53,10,10,5,5,414,23,445,1.27884614,1.31702066,"2015"
"369","East Baton Rouge Parish Sheriffs Office",1,326,305,44,21,20,1,1481,191,1514,1,1.01503759,"2015"
"370","Lafayette Parish Sheriffs Office",1,262,109,57,153,112,41,783,116,898,1,1,"2015"
"371","Orleans Parish Sheriff's Office",1,-9,-9,-9,-9,-9,-9,1830,566,2022,1,1.01503759,"2015"
"372","Terrebonne Parish Criminal Justice Complex",1,126,95,36,31,12,19,704,90,712,1,1,"2015"
"373","Richwood Correctional Center",1,126,93,31,33,21,12,959,0,930,1,1.01503759,"2015"
"374","Richland Parish Detention Center",1,70,58,36,12,8,4,581,220,540,1,1,"2015"
"375","York County Sheriffs Office",7,85,80,15,5,2,3,251,33,230,1.27884614,1.31702066,"2015"
"376","Two Bridges Regional Jail",12,66,62,13,4,1,3,112,22,143,1,1.10526316,"2015"
"377","Waldo County Sheriffs Office",12,21,14,2,7,2,5,32,2,32,1,1,"2015"
"378","Anne Arundel County Department of Detention Facilities",1,353,253,63,100,69,31,1222,84,708,1,1,"2015"
"379","Baltimore County Department of Corrections",1,474,354,154,120,74,46,2951,140,1203,1,1.01503759,"2015"
"380","Calvert County Detention Center",3,82,73,9,9,7,2,227,25,205,4.69999981,5.22222201,"2015"
"381","Caroline County Detention Center",8,40,34,12,6,3,3,88,13,101,4.90361452,5.02620488,"2015"
"382","Carroll County Sheriffs Office",7,110,92,17,18,14,4,205,43,247,1.27884614,1.31702066,"2015"
"383","Frederick County Sheriff's Office Corrections Bureau",7,142,111,27,31,15,16,799,62,414,1.27884614,1.31702066,"2015"
"384","Howard County Department of Correction",2,154,136,50,18,13,5,269,38,283,2.71428561,2.71428561,"2015"
"385","Montgomery County Department of Correction and Rehabilitation",1,440,337,92,103,72,31,609,54,608,1,1.01503759,"2015"
"386","Prince George's County Department of Corrections",1,552,439,152,113,69,44,1295,67,943,1,1.01503759,"2015"
"387","St. Marys County Detention Center",7,87,74,22,13,11,2,189,35,198,1.27884614,1.31702066,"2015"
"388","Washington County Sheriffs Office",7,159,116,20,43,33,10,272,43,294,1.27884614,1.31702066,"2015"
"389","Wicomico County Department of Corrections",2,163,123,45,40,26,14,599,77,375,2.71428561,2.71428561,"2015"
"390","Worcester County Jail",7,91,84,18,7,4,3,351,35,335,1.27884614,1.31702066,"2015"
"391","Baltimore Pretrial Complex",1,1825,1584,946,241,164,77,1927,174,2216,1,1.01503759,"2015"
"392","Barnstable County Sheriffs Office",7,282,202,34,80,37,43,372,44,404,1.27884614,1.31702066,"2015"
"393","Berkshire County Sheriffs Office",7,204,139,19,65,29,36,238,1,249,1.27884614,1.31702066,"2015"
"394","Bristol County Sheriffs Office",1,632,403,-9,229,-9,-9,1203,114,1168,1,1.01503759,"2015"
"395","Essex County Sheriff's Department",1,655,458,68,197,78,119,1521,42,1448,1,1.01503759,"2015"
"396","Hampden County Correctional Center",1,902,388,62,514,229,285,1419,281,1445,1,1.01503759,"2015"
"397","Hampshire County Sheriffs Office",7,162,107,9,55,32,23,229,0,250,1.27884614,1.31702066,"2015"
"398","Middlesex Sheriff's Office",1,684,584,47,100,75,25,1188,0,1183,1,1,"2015"
"399","Norfolk County Sheriffs Office",7,-9,-9,-9,-9,-9,-9,505,0,498,1.27884614,1.31702066,"2015"
"400","Plymouth County Sheriffs Department",1,462,391,61,71,42,29,1159,0,1050,1,1.01503759,"2015"
"401","Worcester County Sheriffs Office",1,553,388,10,165,61,104,1062,0,1087,1,1,"2015"
"402","Suffolk County Sheriff's Department - Nashua Street Jail",1,-9,-9,-9,-9,-9,-9,656,2,601,1,1.01503759,"2015"
"403","Suffolk County Sheriff's Department - House of Correction",1,794,522,79,272,140,132,934,106,896,1,1.01503759,"2015"
"404","Bay County Sheriffs Office",3,46,39,11,7,4,3,181,26,187,4.69999981,5.22222201,"2015"
"405","Berrien County Sheriff's Office",2,78,64,18,14,8,6,386,48,341,2.71428561,2.71428561,"2015"
"406","Calhoun County Sheriffs Office",1,119,104,30,15,5,10,553,72,477,1,1,"2015"
"407","Cheboygan County Sheriffs Office",5,20,16,7,4,2,2,75,21,80,7.41666651,8.09090892,"2015"
"408","Clinton County Sheriffs Office",3,27,26,6,1,1,0,214,31,219,4.69999981,5.22222201,"2015"
"409","Dickinson County Sheriffs Office",5,16,13,3,3,2,1,72,15,70,7.41666651,8.09090892,"2015"
"410","Genesee County Sheriffs Office",1,156,144,29,12,4,8,714,75,638,1,1,"2015"
"411","Grand Traverse County Sheriffs Office",8,45,34,6,11,3,8,163,23,160,4.90361452,5.02620488,"2015"
"412","Ingham County Sheriffs Office",1,89,82,21,7,4,3,662,55,606,1,1,"2015"
"413","Kent County Sheriff's Department",1,273,230,54,43,15,28,1050,165,987,1,1.01503759,"2015"
"414","Macomb County Sheriff's Office",1,261,168,28,93,45,48,1084,197,1174,1,1.01503759,"2015"
"415","Muskegon County Sheriff's Office",2,55,43,31,12,5,7,515,82,505,2.71428561,2.71428561,"2015"
"416","Oakland County Sheriffs Office",1,388,317,63,71,41,30,1573,241,1484,1,1.01503759,"2015"
"417","Ottawa County Sheriffs Office",2,72,65,7,7,1,6,253,25,253,2.71428561,2.71428561,"2015"
"418","Roscommon County Sheriffs Office",5,15,14,3,1,1,0,77,10,78,7.41666651,8.09090892,"2015"
"419","Saginaw County Sheriffs Office",1,-9,-9,-9,-9,-9,-9,200,31,97,1,1,"2015"
"420","St. Clair County Sheriffs Office",7,120,107,20,13,9,4,445,66,424,1.27884614,1.31702066,"2015"
"421","Shiawassee County Sheriffs Office",4,8,8,2,0,0,0,117,20,125,9,9,"2015"
"422","Wayne County Sheriffs Office",1,-9,-9,-9,-9,-9,-9,2298,135,1713,1,1.01503759,"2015"
"423","Anoka County Work Release",7,40,34,16,6,1,5,114,19,126,1.27884614,1.31702066,"2015"
"424","Anoka County Sheriffs Office",7,81,68,19,13,10,3,203,30,222,1.27884614,1.31702066,"2015"
"425","Blue Earth County Sheriff's Office",9,35,32,15,3,2,1,110,18,104,9,9.29508197,"2015"
"426","Crow Wing County Jail",8,57,43,16,14,6,8,159,27,182,4.90361452,5.02620488,"2015"
"427","Hennepin County Sheriff's Office",1,288,247,51,41,16,25,685,75,719,1,1.01503759,"2015"
"428","Hennepin County Adult Corrections",1,202,143,25,59,34,25,535,63,442,1,1.01503759,"2015"
"429","Kittson County Sheriffs Department",10,12,10,4,2,1,1,0,1,3,14.89999962,14.89999962,"2015"
"430","McLeod County Sheriffs Office",10,18,16,9,2,2,0,28,4,24,14.89999962,14.89999962,"2015"
"431","Meeker County Sheriffs Office",5,22,20,12,2,1,1,44,5,40,7.41666651,8.09090892,"2015"
"432","Morrison County Sheriffs Office",9,28,20,12,8,3,5,64,6,52,9,9.29508197,"2015"
"433","Ramsey County Correctional Facility",1,117,74,20,43,23,20,336,76,346,1,1,"2015"
"434","Ramsey County Sheriff's Office",1,145,122,33,23,8,15,348,38,359,1,1,"2015"
"435","Redwood County Sheriffs Office",10,9,6,2,3,1,2,15,8,23,14.89999962,14.89999962,"2015"
"436","Renville County Sheriffs Office",9,20,17,8,3,1,2,66,16,69,9,9.29508197,"2015"
"437","Sherburne County Sheriffs Office",7,167,145,106,22,14,8,587,40,609,1.27884614,1.31702066,"2015"
"438","Stearns County Sheriffs Office",8,87,57,16,30,10,20,122,13,134,4.90361452,5.02620488,"2015"
"439","Steele County Detention Center",9,47,35,10,12,8,4,119,16,120,9,9.29508197,"2015"
"440","Washington County Sheriffs Office",3,86,74,34,12,7,5,174,31,192,4.69999981,5.22222201,"2015"
"441","Yellow Medicine County Sheriffs Office",10,10,8,5,2,2,0,29,8,30,14.89999962,14.89999962,"2015"
"442","Tri County Community Corrections",12,52,38,8,14,8,6,180,30,177,1,1.10526316,"2015"
"443","Arrowhead Regional Corrections",12,69,38,15,31,17,14,97,0,107,1,1.10526316,"2015"
"444","Alcorn County Regional Correctional Facility",7,-9,-9,-9,-9,-9,-9,100,28,142,1.27884614,1.31702066,"2015"
"445","Bolivar County Regional Correctional Facility",7,71,56,23,15,11,4,445,6,456,1.27884614,1.31702066,"2015"
"446","Chickasaw County Sheriff's Office",2,46,32,12,14,8,6,310,5,357,2.71428561,2.71428561,"2015"
"447","Harrison County Sheriff's Office",1,157,116,56,41,23,18,557,90,625,1,1,"2015"
"448","Hinds County Sheriffs Office",1,450,150,85,300,200,100,635,80,635,1,1,"2015"
"449","Issaquena County Correctional Facility",7,-9,-9,-9,-9,-9,-9,313,74,303,1.27884614,1.31702066,"2015"
"450","Issaquena County Sheriffs Office",7,9,0,0,9,4,5,5,5,5,1.27884614,1.31702066,"2015"
"451","Jefferson County Sheriff's Office - Jail",7,22,4,4,18,10,8,15,0,17,1.27884614,1.31702066,"2015"
"452","Jefferson County Sheriff's Office - Jefferson-Franklin Correctional Facility",7,73,63,27,10,6,4,275,0,258,1.27884614,1.31702066,"2015"
"453","Jones County Sheriff's Office",7,31,23,7,8,6,2,219,34,217,1.27884614,1.31702066,"2015"
"454","MDOC Division of Institutions - Leake County Correctional Facility",7,62,47,14,15,7,8,328,4,292,1.27884614,1.31702066,"2015"
"455","Lee County Sheriffs Office",7,42,32,12,10,4,6,198,35,209,1.27884614,1.31702066,"2015"
"456","Marion-Walthall County Regional Correctional Facility",7,63,33,15,30,16,14,430,75,300,1.27884614,1.31702066,"2015"
"457","Lenoir Rowell Criminal Justice Center",7,41,33,14,8,5,3,293,37,282,1.27884614,1.31702066,"2015"
"458","Rankin County Sheriff's Department",2,58,55,11,3,1,2,401,83,437,2.71428561,2.71428561,"2015"
"459","Simpson County Adult Detention Center",8,24,18,8,6,3,3,105,14,95,4.90361452,5.02620488,"2015"
"460","Stone County Regional Correctional Facility",7,49,40,16,9,8,1,371,23,362,1.27884614,1.31702066,"2015"
"461","Washington County Regional Correctional Facility",7,-9,-9,-9,-9,-9,-9,353,234,357,1.27884614,1.31702066,"2015"
"462","Yazoo County Regional Correctional Facility",7,52,32,15,20,15,5,369,1,369,1.27884614,1.31702066,"2015"
"463","Picayune Police Department",10,19,2,0,17,8,9,14,2,15,14.89999962,14.89999962,"2015"
"464","MDOC Division of Institutions - Carroll/Montgomery Regional Correctional Facility",12,57,44,24,13,5,8,287,0,268,1,1.04545455,"2015"
"465","George County Sheriffs Office",12,40,31,6,9,5,4,370,20,370,1,1.04545455,"2015"
"466","MDOC Division of Institutions - Holmes-Humphreys Regional Corrections Facility",12,49,40,17,9,5,4,340,0,340,1,1.04545455,"2015"
"467","MDOC Division of Institutions - Kemper-Neshoba County Regional Corrections Facility",12,42,27,12,15,11,4,370,3,359,1,1.04545455,"2015"
"468","Winston/Choctaw County Regional Correctional Facility",12,106,45,19,61,26,35,343,12,327,1,1.04545455,"2015"
"469","Caldwell County Detention Center",8,30,25,11,5,3,2,133,14,145,4.90361452,5.02620488,"2015"
"470","Cape Girardeau County Sheriffs Office",8,29,21,6,8,1,7,220,35,220,4.90361452,5.02620488,"2015"
"471","Clark County Sheriffs Office",10,7,7,3,0,0,0,12,3,12,14.89999962,14.89999962,"2015"
"472","Greene County Sheriffs Office",1,206,174,34,32,26,6,612,94,602,1,1,"2015"
"473","Holt County Sheriffs Office",10,6,5,2,1,0,1,4,2,7,14.89999962,14.89999962,"2015"
"474","Jackson County Department of Corrections",1,356,251,97,105,64,41,834,87,772,1,1,"2015"
"475","Jasper County Sheriffs Office",3,60,28,3,32,16,16,184,32,183,4.69999981,5.22222201,"2015"
"476","Lincoln County Sheriffs Office",4,35,25,5,10,4,6,178,19,183,9,9,"2015"
"477","Monroe County Sheriff's Office",10,0,0,0,0,0,0,13,4,17,14.89999962,14.89999962,"2015"
"478","Osage County Sheriffs Office",10,5,4,0,1,1,0,12,3,18,14.89999962,14.89999962,"2015"
"479","Perry County Sheriffs Office",10,13,10,5,3,2,1,33,7,36,14.89999962,14.89999962,"2015"
"480","Platte County Sheriffs Office",4,33,27,6,6,4,2,115,20,120,9,9,"2015"
"481","St. Charles County Department of Correction",7,161,124,39,37,28,9,326,74,348,1.27884614,1.31702066,"2015"
"482","St. Louis County - Department of Justice Services",1,420,247,86,173,125,48,1529,163,1170,1,1.01503759,"2015"
"483","Scotland County Sheriffs Office",10,14,14,3,0,0,0,3,0,3,14.89999962,14.89999962,"2015"
